17601	0.0	0.0	4.0	0.0	0.0	0.0
1	1.0	4.0	82.0	13.0	0.0	69.0
17603	2.0	3.0	10.0	0.0	0.0	0.0
2	5.0	25.0	639.0	34.0	0.0	70.0
3	29.0	118.0	6139.0	30.0	11.0	69.0
17605	0.0	2.0	9.0	0.0	0.0	0.0
5	50.0	222.0	1424.0	50.0	10.0	90.0
6	250.0	1065.0	22526.0	38.0	21.0	78.0
17606	141.0	453.0	8205.0	35.0	26.0	75.0
7	5.0	23.0	848.0	34.0	2.0	70.0
8	2.0	9.0	229.0	32.0	1.0	70.0
9	46.0	144.0	2404.0	35.0	2.0	73.0
17611	9.0	30.0	190.0	30.0	1.0	0.0
17613	26.0	77.0	191.0	30.0	2.0	0.0
12	15.0	73.0	1681.0	33.0	3.0	70.0
13	158.0	688.0	14582.0	37.0	9.0	77.0
15	20.0	70.0	536.0	35.0	3.0	74.0
17	9.0	42.0	1406.0	34.0	2.0	70.0
17617	3889.0	14721.0	211495.0	45.0	131.0	89.0
16	25.0	97.0	3077.0	33.0	5.0	70.0
17618	19.0	72.0	1094.0	45.0	2.0	88.0
19	6.0	33.0	453.0	30.0	2.0	0.0
18	2.0	12.0	128.0	35.0	1.0	71.0
17621	1.0	7.0	298.0	30.0	0.0	69.0
23	2.0	10.0	256.0	12.0	0.0	71.0
17624	0.0	3.0	48.0	0.0	0.0	0.0
24	2.0	12.0	294.0	35.0	0.0	71.0
27	2.0	6.0	116.0	18.0	0.0	69.0
17627	0.0	1.0	355.0	35.0	0.0	69.0
26	8.0	30.0	165.0	30.0	3.0	0.0
29	4.0	16.0	218.0	30.0	2.0	69.0
17629	5.0	15.0	1858.0	35.0	2.0	70.0
31	0.0	2.0	155.0	32.0	0.0	70.0
17631	2.0	8.0	230.0	30.0	1.0	0.0
30	5.0	22.0	620.0	19.0	1.0	69.0
17635	0.0	2.0	203.0	0.0	0.0	0.0
34	0.0	2.0	35.0	0.0	0.0	0.0
17634	0.0	5.0	67.0	0.0	0.0	0.0
35	305.0	1360.0	29268.0	49.0	27.0	90.0
32	2.0	6.0	47.0	30.0	0.0	0.0
17632	20.0	54.0	926.0	0.0	7.0	0.0
33	2.0	16.0	341.0	30.0	0.0	70.0
38	1.0	5.0	390.0	35.0	0.0	71.0
36	0.0	11.0	134.0	30.0	0.0	67.0
17636	71.0	273.0	2620.0	40.0	4.0	82.0
37	2.0	10.0	127.0	30.0	0.0	69.0
42	4.0	25.0	435.0	33.0	0.0	69.0
17642	0.0	3.0	48.0	0.0	0.0	0.0
40	44.0	176.0	14574.0	35.0	7.0	72.0
41	2.0	4.0	66.0	15.0	0.0	0.0
17647	3.0	7.0	1072.0	35.0	0.0	72.0
47	4.0	17.0	629.0	16.0	2.0	70.0
44	1.0	7.0	69.0	0.0	0.0	0.0
17644	2.0	4.0	20.0	0.0	0.0	0.0
50	30.0	114.0	1930.0	35.0	3.0	73.0
17648	13.0	51.0	3141.0	35.0	0.0	70.0
49	10.0	40.0	868.0	33.0	1.0	69.0
17649	70.0	203.0	1546.0	35.0	8.0	73.0
48	4.0	13.0	636.0	35.0	1.0	70.0
17655	19.0	78.0	1289.0	35.0	3.0	71.0
54	0.0	1.0	28.0	0.0	0.0	0.0
53	2.0	4.0	159.0	0.0	0.0	0.0
17653	40.0	176.0	1252.0	30.0	5.0	0.0
17658	85.0	380.0	28101.0	40.0	17.0	81.0
58	3.0	12.0	294.0	32.0	0.0	74.0
57	4.0	8.0	50.0	30.0	0.0	0.0
63	4.0	14.0	518.0	29.0	1.0	71.0
61	0.0	0.0	5.0	0.0	0.0	0.0
60	66.0	238.0	2178.0	35.0	6.0	73.0
69	26.0	104.0	4143.0	35.0	7.0	70.0
70	18.0	78.0	1269.0	22.0	2.0	71.0
64	1.0	8.0	542.0	35.0	0.0	69.0
17536	17.0	99.0	3096.0	45.0	8.0	90.0
65	13.0	37.0	711.0	35.0	0.0	71.0
17539	8.0	24.0	127.0	30.0	3.0	68.0
67	2.0	11.0	402.0	31.0	0.0	71.0
76	32.0	143.0	4107.0	34.0	2.0	72.0
77	0.0	5.0	43.0	18.0	0.0	0.0
17551	0.0	1.0	15.0	30.0	0.0	0.0
78	10.0	45.0	397.0	25.0	2.0	74.0
79	4.0	18.0	566.0	30.0	2.0	68.0
17545	0.0	1.0	2.0	0.0	0.0	0.0
72	4.0	31.0	349.0	35.0	0.0	72.0
73	4.0	22.0	521.0	31.0	1.0	68.0
75	3.0	19.0	188.0	35.0	0.0	70.0
85	2.0	3.0	15.0	35.0	0.0	0.0
84	3.0	12.0	45.0	30.0	0.0	0.0
17558	5.0	11.0	78.0	0.0	0.0	0.0
87	5.0	26.0	3699.0	35.0	1.0	70.0
86	1.0	10.0	310.0	0.0	0.0	0.0
81	45.0	188.0	4072.0	35.0	7.0	76.0
80	3.0	17.0	223.0	35.0	1.0	74.0
83	9.0	40.0	1204.0	34.0	1.0	71.0
82	2.0	8.0	454.0	30.0	0.0	64.0
93	22.0	96.0	1401.0	35.0	3.0	71.0
17565	1.0	3.0	55.0	0.0	0.0	0.0
92	210.0	911.0	6135.0	35.0	12.0	71.0
95	1.0	5.0	336.0	0.0	0.0	0.0
17567	10.0	33.0	203.0	35.0	0.0	70.0
94	0.0	0.0	2.0	0.0	0.0	0.0
89	0.0	2.0	130.0	24.0	0.0	69.0
17561	3.0	14.0	1809.0	35.0	0.0	71.0
88	86.0	326.0	30104.0	45.0	21.0	88.0
91	0.0	8.0	109.0	35.0	1.0	72.0
102	15.0	64.0	1068.0	0.0	3.0	0.0
17574	284.0	1122.0	4315.0	35.0	24.0	71.0
103	30.0	125.0	2527.0	34.0	3.0	72.0
100	25.0	120.0	2967.0	30.0	2.0	68.0
101	6.0	25.0	379.0	21.0	0.0	71.0
17571	11.0	56.0	173.0	0.0	1.0	0.0
98	1.0	9.0	28.0	30.0	0.0	0.0
99	22.0	88.0	2493.0	35.0	6.0	71.0
96	113.0	455.0	4689.0	35.0	7.0	70.0
97	8.0	40.0	1300.0	33.0	1.0	70.0
110	1.0	5.0	331.0	27.0	0.0	69.0
109	97.0	408.0	2896.0	37.0	8.0	77.0
17579	56.0	192.0	2118.0	35.0	3.0	73.0
106	74.0	337.0	2944.0	35.0	14.0	70.0
107	0.0	0.0	128.0	15.0	0.0	0.0
104	0.0	7.0	111.0	35.0	0.0	0.0
105	1.0	8.0	98.0	0.0	1.0	0.0
17590	4.0	6.0	66.0	35.0	1.0	70.0
119	0.0	2.0	214.0	18.0	0.0	69.0
118	6.0	24.0	593.0	34.0	1.0	70.0
117	90.0	379.0	3710.0	35.0	5.0	74.0
17589	3.0	16.0	73.0	30.0	0.0	0.0
116	0.0	8.0	415.0	30.0	0.0	68.0
115	154.0	733.0	4695.0	35.0	12.0	74.0
114	8.0	37.0	993.0	31.0	0.0	71.0
113	2.0	14.0	182.0	30.0	0.0	67.0
112	5.0	21.0	315.0	31.0	1.0	70.0
127	2.0	10.0	151.0	32.0	1.0	69.0
17596	3.0	11.0	1092.0	35.0	0.0	70.0
125	3.0	9.0	287.0	35.0	1.0	69.0
124	0.0	4.0	32.0	18.0	0.0	72.0
123	403.0	1701.0	55756.0	31.0	48.0	66.0
17595	5.0	12.0	171.0	0.0	0.0	0.0
122	13.0	51.0	5273.0	33.0	2.0	71.0
121	6.0	29.0	300.0	35.0	1.0	74.0
120	0.0	2.0	77.0	32.0	0.0	69.0
17480	0.0	1.0	89.0	35.0	0.0	72.0
17481	1.0	1.0	63.0	0.0	0.0	0.0
139	6.0	25.0	470.0	18.0	0.0	74.0
17483	0.0	2.0	7.0	0.0	0.0	0.0
138	23.0	112.0	5022.0	33.0	4.0	71.0
17484	71.0	237.0	2627.0	35.0	4.0	77.0
141	1.0	4.0	72.0	31.0	1.0	70.0
17485	104.0	495.0	9871.0	35.0	12.0	71.0
143	20.0	94.0	1421.0	34.0	4.0	72.0
17487	3.0	19.0	440.0	0.0	1.0	0.0
142	0.0	2.0	43.0	0.0	0.0	0.0
129	0.0	3.0	110.0	35.0	0.0	69.0
17473	1.0	8.0	306.0	35.0	0.0	0.0
128	1.0	1.0	95.0	13.0	0.0	69.0
17474	233.0	867.0	12737.0	40.0	31.0	82.0
130	0.0	8.0	214.0	12.0	0.0	71.0
17476	18.0	72.0	914.0	45.0	7.0	88.0
133	0.0	3.0	222.0	26.0	0.0	69.0
132	4.0	16.0	556.0	31.0	1.0	69.0
135	17.0	91.0	3484.0	35.0	3.0	72.0
17479	8.0	36.0	252.0	35.0	1.0	71.0
134	54.0	224.0	7619.0	36.0	4.0	75.0
152	15.0	68.0	3438.0	34.0	3.0	71.0
