20	赛特奥莱	1	4251	1916	81	944	219	0
20	三味书屋	1	3104	1994	91	89	80	0
20	日上免税行	1	3085	415	88	680	63	0
20	北京图书大厦	1	2385	337	85	2100	228	0
20	赵府街副食店	1	1983	978	83	12	31	1
20	万圣书园	1	1833	1109	91	183	107	0
20	潘家园眼镜城（北京眼镜城）	1	1758	417	76	799	118	0
20	爱玛特眼镜店	1	1574	327	93	66	56	0
20	运动磁场	1	1536	71	76	6	112	0
20	优袜库袜子批发零售店	1	1463	13	73	0	67	1
20	牛街清真超市	1	1444	734	83	534	70	0
20	北京陶泥人	1	1320	994	91	61	44	0
20	那里花园	1	1211	1469	83	120	33	0
20	中关村图书大厦	1	1209	282	85	1046	72	1
20	本土意识	1	1199	316	76	42	8	0
20	法雅体育工厂店	3	1162	372.67	53	374.67	89.33	0
20	三联韬奋图书中心	2	1161.5	870.5	81	249	38	0
20	上品折扣	11	1151.91	219.82	72.55	533.45	54.27	0
20	熊猫慢递	1	1098	916	87	129	31	1
20	聚宝源牛羊肉店	2	1059	1014	33.5	3	50	1
20	青少年阅读体验大世界	1	980	394	85	35	93	0
20	启明眼镜	1	972	334	92	62	40	0
20	来故乡超市	1	938	441	85	37	55	1
20	SPAO	1	896	111	80	21	41	0
20	马甸大集	1	870	36	75	17	82	1
20	麦德龙	3	833.67	253.33	81.67	188.33	40.67	0
20	中出服免税店	1	811	199	70	36	44	1
20	9号茶货铺	1	795	22	78	3	16	0
20	家有猪鼻西餐烘焙原料超市	1	778	631	82	90	43	0
20	维多利亚的秘密	1	716	96	66	1	14	0
20	北京同仁堂王府井中医医院	1	713	28	77	3	23	1
20	叫个鸭子	1	708	6	null	0	8	0
20	野兽派鲜花店	1	706	39	74	1	23	0
20	正阳书局	2	700.5	213	77.5	14.5	20	0
20	东四十条外贸一条街	1	687	462	73	146	30	1
20	十里河天娇文化城	1	640	234	78	132	25	1
20	Maje	1	628	51	74	4	24	0
20	沃尔玛超市	1	609	47	69	138	20	0
20	问欲情趣生活馆	1	609	4	72	0	4	1
20	亚运村图书大厦	1	597	94	81	102	25	0
20	达瓦山黑山猪肉	1	579	7	82	6	15	1
20	北京摄影器材城	1	561	205	75	278	30	0
20	津乐汇	1	559	129	76	673	41	0
20	pink Life	1	556	50	74	1	10	0
20	韩国超市	1	537	188	70	10	9	0
20	西单明珠商场	1	529	130	64	1467	24	1
20	清河毛纺城	1	522	46	72	60	64	1
20	寺库	1	513	207	null	9	31	1
20	亚新体育	1	512	64	57	14	14	0
20	高瞻眼镜	2	502	78	86	17.5	25.5	0
20	北京眼镜城	1	498	145	73	405	22	0
20	罗曼蒂克	2	492	48	124	29.5	21	0
20	多肉植物馆	1	490	616	77	64	23	0
20	马连道茶城	1	489	86	76	150	39	1
20	七楼书店	1	471	126	70	17	12	0
20	陈明威眼镜店	1	468	402	92	133	18	0
20	天元利生体育用品商厦	1	466	47	74	133	27	0
20	桔色成人用品超市	1	465	5	76	1	2	1
20	莱太花卉	3	454.33	196.67	50	53	34.67	0
20	boy london	1	448	12	73	1	9	0
20	爱神花艺馆	2	445.5	3.5	979	0	15	0
20	一雍电讯	1	438	17	69	18	48	0
20	爱神花艺馆鲜花店	1	421	22	89	19	16	0
20	豆瓣书店	1	414	394	81	60	27	0
20	大爱银饰DIY	2	401	410	75.5	14	23.5	0
20	滋味烘焙用品店	1	398	359	69	77	21	0
20	Top Shop	1	391	8	null	0	8	0
20	刷子·生活馆	1	388	70	73	5	0	0
20	台湾夜市	1	388	199	65	40	7	0
20	望京韩国服装城	1	387	144	74	6	21	1
20	NPC	1	381	206	74	14	4	0
20	ForevEr 21	1	376	2	78	0	20	0
20	国家珠宝玉石质量监督检验中心	1	374	28	68	4	19	1
20	果蔬好	2	372.5	87.5	78	34	10.5	1
20	京西特产韭园酱菜	1	372	373	79	20	30	1
20	7-ELEVEN	4	368.5	8.25	178	6.5	2.25	0
20	猫社	1	362	216	76	36	6	0
20	大红门服装商贸城	1	359	126	68	288	23	1
20	北京国际图书城	1	356	59	77	20	21	0
20	苹果旗舰店	1	356	6	69	1	12	0
20	百万庄图书大厦	1	355	53	80	174	29	0
20	华为体验店(东大桥)	1	354	5	71	0	24	0
20	白塔寺药店	2	353	24	71.5	27	13	0
20	万特珠宝	1	349	54	75	29	40	0
20	百草益寿养生苑	1	349	3	66	0	24	0
20	诚信二手精品寄卖店	1	342	32	74	2	17	1
20	ROOP 多肉植物专卖店	1	340	29	73	0	7	0
20	果酷	1	340	38	70	11	47	0
20	榴恋	3	332.33	880.33	55.33	25.33	9.33	0
20	3.3服饰大厦	1	331	110	64	170	6	0
20	米酒先生	1	330	339	86	58	21	0
20	花间小筑	1	325	105	76	3	7	0
20	百脑汇旗舰店	1	322	43	51	230	13	0
20	名镜苑眼镜城	1	314	96	77	94	11	0
20	鹤年堂	2	312	69	145.5	11.5	6.5	0
20	新疆办事处特产专卖店	1	311	45	80	18	29	1
20	茶马古道	1	309	25	74	3	19	0
20	望京图书大厦	1	308	30	null	0	16	0
20	Nike换季优惠店	2	306.5	130.5	74	11	7.5	0
20	802叁 古着.Bacon杂货店	1	303	24	71	0	1	1
20	咖咖熊烘焙生活馆	1	301	150	78	8	8	0
20	Jennywang	1	300	212	75	89	4	0
20	幸福的味道花店	1	299	328	79	13	7	0
20	Yves Saint Laurent	1	298	23	64	3	7	0
20	卜蜂莲花	5	287.8	27.8	114.4	211.6	11	0
20	潘多拉眼镜	1	286	32	81	15	12	0
20	P.O.S 设计师集合店	1	285	20	73	3	3	0
20	墨盒子绘本书馆	1	282	254	77	38	37	0
20	正火体育	2	280.5	60.5	66.5	7.5	7.5	1
20	InJoy Flower	1	279	88	81	7	13	0
20	猫的天空之城概念书店	1	279	10	null	0	4	0
20	时间轴酒窖	2	277.5	12	37.5	1.5	0.5	0
20	天天好大药房	2	275	38	75	77.5	25.5	0
20	Cole Haan	2	274.5	7.5	0	1.5	42	0
20	Gelato Pique	1	274	30	null	4	12	0
20	野樱桃花店	1	272	51	75	2	10	0
20	吃货	1	269	45	78	5	8	1
20	Patek Philippe	1	267	53	76	15	10	0
20	TopShop	1	267	110	null	10	22	0
20	耐克打折店	1	266	327	75	172	4	0
20	猫脸办公	1	263	48	78	3	10	1
20	TD Store 创新空间	1	261	72	75	2	13	0
20	靠谱儿	1	259	53	73	19	10	1
20	BHG生活超市	1	258	7	72	20	16	0
20	jins	1	258	19	68	2	8	0
20	Christian Louboutin	2	255	64.5	37	2.5	7.5	0
20	FLORETTE 几束花	1	255	36	77	1	7	0
20	国际眼镜城	2	252	69	78.5	29.5	8.5	0
20	大麦网	1	250	16	85	128	5	1
20	大和恒粮行	1	247	727	77	26	10	0
20	通三益秋梨膏	1	246	68	68	9	5	1
20	兰大优鲜牛羊肉	1	245	227	77	20	9	1
20	艾奥尼克空气净化器	1	243	2	73	0	33	1
20	Boy London	1	239	2	73	0	5	0
20	Claudie Pierlot	1	239	26	73	2	19	0
20	静思书轩	1	238	240	76	27	9	0
20	TOMFORD	1	235	9	69	1	14	0
20	张自忠路一条街	1	234	157	72	181	11	1
20	手机玩家馆	1	234	49	83	7	11	1
20	荣宝斋	1	234	99	73	40	16	0
20	七彩云南茶楼	1	233	53	70	10	12	0
20	ASICS 崇文门新世界二期地下一层	1	232	14	75	1	8	0
20	SUPERDRY	2	231	17	35.5	2.5	10	0
20	小米科技有限公司	1	231	4	null	3	11	1
20	阿妮亚烘焙原料用品超市	1	231	34	74	1	3	1
20	羊肉胡同珠宝交易中心	1	230	73	72	48	22	1
20	琉璃厂古玩字画一条街	1	228	146	73	109	5	1
20	LaCite 西岱岛花艺工作室	2	227.5	75.5	78.5	4	9.5	0
20	Lily Brown	1	227	80	74	2	13	0
20	银发无忧	1	225	0	67	3	10	0
20	农展馆年货大集	1	221	3	70	4	22	1
20	天雅服装大厦	1	218	54	74	94	13	1
20	苹果专卖店（望京店）	1	217	1	73	0	4	0
20	秀水2号	1	216	45	69	56	15	0
20	new balance	2	214	11.5	71.5	3	9.5	0
20	LV奢侈品专卖	1	213	5	74	3	0	0
20	海淀图书城昊海楼	1	213	25	73	397	12	0
20	Karen Millen	1	212	9	70	0	10	0
20	牛街同聚源清真牛羊肉	1	212	9	77	1	5	1
20	万家上品折扣店	1	211	62	71	35	21	0
20	前门23号院_御窑元华堂	1	209	11	68	1	11	1
20	UNIQLO	1	208	41	null	43	30	0
20	佳佳花艺	1	208	21	86	11	10	0
20	红心名猫屋	1	208	9	66	1	3	0
20	王府井超市	1	207	2	null	0	1	0
20	Powerful Sexshop 三里屯店	1	205	123	74	1	25	0
20	YOON HOME韩国进口超市	1	205	13	null	0	2	0
20	蟹生缘阳澄湖大闸蟹	1	205	4	68	1	1	1
20	高丽营镇集市	1	205	17	69	17	29	1
20	Gap	1	204	1	73	5	1	0
20	北京国际珠宝交易中心	1	204	69	77	53	7	1
20	颐丰仁泰大药房	2	203.5	9.5	37.5	2	3.5	0
20	Abercrombie & Fitch旗舰店	1	203	31	null	0	14	0
20	新西兰进口杰斯特系列天然果汁	1	202	0	77	1	24	1
20	日坛商务楼	1	201	118	70	56	19	0
20	百济新特药房	1	201	17	69	2	14	0
20	哈哈镜外卖	1	200	5	null	0	9	1
20	隆元康药房	1	200	2	70	1	22	0
20	雅楠家花儿	2	200	2.5	113.5	1	4	0
20	I.T OUTLETS	1	199	144	70	17	4	0
20	京北大世界	1	197	15	71	62	8	0
20	冷山雪具	1	196	5	73	0	9	0
20	私人定制DIY手工巧克力礼品	1	196	16	72	2	3	0
20	CAPEL	1	193	0	72	7	9	0
20	Jenny wang	1	193	28	78	6	7	0
20	My Flower卖花	1	192	16	73	0	3	0
20	小协奏曲笔记本专卖店	1	191	131	75	13	11	0
20	兆佳眼镜城	1	190	53	73	49	7	0
20	全家便利店	3	189.67	2	44.33	2.33	7	1
20	中关村e世界	1	187	28	64	224	8	1
20	大创10元店	1	187	10	77	1	4	1
20	栋梁设计师品牌店	2	187	110.5	75.5	6.5	4	0
20	瑞艺康隐形眼镜体验店	1	187	10	86	30	7	0
20	北京古玩城	1	186	47	73	34	17	1
20	懒龙	1	186	2	71	1	3	0
20	花魁多肉植物园艺馆	1	186	105	74	1	7	0
20	CSDF免税店	1	185	8	null	0	5	0
20	Jenny's	1	185	79	75	31	3	0
20	泊之利乐进口食品商品	1	183	17	71	0	11	0
20	爱换名品汇	2	183	50	217.5	0.5	6	0
20	哈哈镜鸭脖子	2	182	140.5	72.5	18.5	2	0
20	斑馬書店	2	181	21	38.5	1.5	3	0
20	鸿运轩	1	181	7	null	0	1	0
