亦庄创意生活广场		4080244	102	123	466	16252	328	35	30	5	16722,9535,76,442,6,11258,5136,279,368,4049,12,1437,21985,9002,8267,7499,18926,18510,7408,20046,20250,21025,4735,15216,5475,20814,160,17918,16015,6221,6776,2474,22478,9692,5985,18532,13686,4120,21695,17465,16782,1759,16723,523,5474,1537,337,5052,11536,18698,7234,11360,4585,466,256,6874,17933,23065,405,8399,1704,159,656,13058,455,8275,2466,2032,1706,14308,11953,1087,73,17988,7568,1424,176,3909,8354,16987,18926,20614,4923	77
侨福芳草地购物中心		3671260	2867	3750	13243	281885	435	50	566	5	13408,12218,1166,426,4392,10605,14974,378,1001,1095,16756,6243,5688,2193,19706,5668,10236,1886,4435,7033,12735,4459,12781,462,20433,1930,15650,15530,8635,6683,4584,5686,12653,19363,18195,16792,1529,6636,20577,528,4299,21488,3341,5677,17879,9036,14596,15908,17871,9508,5579,10095,1117,13311,2697,18172,10897,1640,1808,14052,5272,18344,6064,524,6384,5057,13572,7591,1116,16719,11311,12390,12325,10931,10881,434,14037,9856,3299,23293,12264,9221,21349	91
凤凰汇购物中心		4675379	820	948	3872	65093	141	40	264	5	1411,6597,2468,1217,4031,284,488,1385,769,17832,3103,1001,2066,11859,22149,7193,3223,3214,1894,14325,18442,20341,8097,13523,17987,10637,2845,2997,13721,14822,6002,3034,19674,20086,2859,389,6014,18737,3234,734,19099,9423,3033,7902,6482,17258,156,7726,10957,13538,456,2845,21970,11105,3677,7314,4516,11318,4259,7207,12646,1547,21016,9177,3204,7194,17106,14945,4808,17159,2487,265,10937,5014,3625,14667,9657,3172,1541,14958,17625,460,1378,5866,3361,21723,20997,9540,1580,11290,4730,15642,20529,20652,1445,3190,3195,3201,3206,5082,11177	84
凯德MALL	太阳宫店	5989037	811	941	3521	80655	107	40	244	5	1811,76,4141,10011,852,1532,1166,1440,3787,1023,6,661,1530,843,3745,1613,547,231,681,11017,1385,347,2180,2229,663,472,121,8944,626,8114,5466,1374,2821,3826,502,2301,3726,2400,10555,9491,9110,3181,458,15775,3863,3029,3343,18153,21854,1165,3881,35,8958,10376,16041,14314,3846,2372,6057,1048,9585,1218,2973,7232,6108,760,16039,8966,2978,310,1526,987,2719,1334,1529,725,10217,5101,50,4654,337,964,266,353,4689,20535,5096,806,15581,5507,20328,20228,692,12427,13122,6895,523,3781,1554,8934,3763,2084,1555,3922,6109,10794,7916,13402,7398,20322,19379,1654,11703,6604,9275,8984,710,112,380,4104,14111,157,6101,6014,1754,8711,10811,10782,5605,329,7006,13616,2966,10103,2878,18311,20256,20260,20167,7465,4622,4054,7710,101,16927,363,153,7381,1488,374,209,2001,1868,4062,272,2289,19728,1759,425,6112,4011,23157,9151,10806,664,18725,15415,249,950,11342,7822,1393,1351,80,18131,20321,5296,20187,20179,9177,4773,20126,8343,536,11741,15764,15567,15805,19758,12952	79
凯德MALL	望京店	1940548	718	694	3190	149230	216	40	136	5	5393,76,7322,1811,11877,3013,3011,11886,6976,2371,1023,2247,103,6586,661,1440,1326,4817,3162,284,912,228,681,663,605,745,547,843,325,1613,8,6270,378,20060,705,13120,563,19943,1758,8388,16653,328,1894,2261,2859,3542,3009,4661,123,3343,23119,865,12097,17264,6233,11698,2988,7813,11594,526,14733,11590,22733,6245,282,5773,17158,3017,806,13475,1140,209,380,9275,13411,5372,23415,8077,1759,50,1122,11504,4237,157,8157,1209,6868,7073,1117,1044,8260,1459,11810,1080,20530,15875,1109,22941,21075,939,11504,1070,739,5105,1686,962,7,6258,282,4333,14080,101,18248,5167,590,15001,7521,1328,22027,14731,874,900,828,4838,2900,19437,11814,2302,282,860,10689,414,4779,1606,282,353,19009,2303,374,6109,23220,18670,23,5121,370,3442,4538,209,4586,4268,545,945,930,2266,864,2861,4104,14774,18301,3808,13834,523,14991,1882,1747,5849,19986,6456,1744,2289,256,1655,19331,16177,11158,2874,18358,2585,3114,13931,2032,664,13054,6209,4564,18056,7568,23015,23484,1024,18013,2285,7799,22622,21120,7698,14471,23304,14342,17689,3835,21822,1706,20281,8300,10762,11077,11079,11081,11099,11097,2265,4871,7568,1368,15671,2266,12659,11208,5339,8634,23480,5560,527,193,9194,4876,4652	82
凯德MALL	翠微店	3539998	845	913	3683	142984	191	35	272	5	1811,76,1387,852,2371,1530,661,9208,681,2180,2247,13299,1264,103,418,843,231,1047,7438,10179,4547,626,9110,9314,9549,8325,3222,6846,4637,5403,14406,3009,2719,6057,13458,1599,9238,19462,1238,20085,5841,7217,2474,4128,2532,2372,4765,725,248,13527,2978,20336,7511,9313,497,222,1048,3793,5268,1334,9999,694,10860,1902,3781,5524,1459,692,9090,731,14172,379,19617,4027,1554,6226,21783,1998,1996,3835,11180,3439,9203,9043,6838,8710,920,2340,7882,760,19962,19934,20091,117,2617,8157,1964,2084,19899,5307,7237,15190,18078,1041,773,3017,1989,11165,9124,9131,9151,101,401,7370,6925,5615,2175,14790,2001,1990,8716,1759,7930,7940,741,7908,795,7923,7895,7894,7896,7880,810,7886,19952,374,7430,19953,945,20082,3832,20092,3146,922,915,918,878,874,6657,7988,9552,9569,539,930,16906,4354,10836,3130,12714,697,8934,42,740,9607,17821,7048,3721,18463,2752,760,15570,2717,3458,9992,7998,1576,1706,1036,6357,10762,1917,23122,10424,2695,9147,249,7844,9482,9048,58,14317,187,14157,7110,14144,14139,7710,388,1522,4058,17386,900,15764,18329,656,5231,5231,16545	76
凯德MALL	西直门店	2269708	1754	1677	7589	421174	233	40	431	5	4141,76,19506,1649,20291,1073,4173,1530,9208,1023,4012,6,661,3162,1532,2180,231,284,6604,1326,4094,472,843,6213,1166,1471,228,1047,663,109,347,10509,1100,6845,912,1322,325,1778,1613,4276,4817,681,966,781,843,3745,15229,103,2447,1312,6422,705,12742,5466,502,55,8388,2028,9737,22347,4282,8455,458,123,3343,10032,2418,1529,3542,4749,273,1431,12097,4661,14325,7781,13305,461,35,3230,725,760,12588,134,2988,4054,690,11151,23039,11807,5676,3470,282,482,5773,622,4030,9149,18453,4237,8550,380,22825,117,4313,1554,2719,10744,1108,4846,945,664,3260,12941,15813,4333,559,11651,1655,1414,3793,6623,10319,806,1091,5432,5873,13477,2020,209,374,660,15609,4044,1182,1193,1555,3435,1882,8546,929,3363,677,8934,83,7110,932,2501,9257,882,7813,1469,545,9322,2084,154,2861,12313,9692,370,19728,1325,2292,14302,524,2744,42,710,1005,12043,1091,900,14805,9949,9996,15584,5659,1354,8223,8226,157,7858,5101,1127,863,21243,5681,3587,13111,1694,4268,2824,8157,3152,2856,7,19229,272,1939,539,20788,1557,1765,1771,13807,7063,196,5981,10742,353,4622,11712,13097,6152,793,5349,1641,1313,1683,4116,8535,8545,2966,1671,4370,2565,20008,15067,4001,9942,11880,414,1131,2680,8174,20890,5418,5416,8922,2001,18124,16515,1533,19702,1498,7613,16179,18494,12505,16708,4585,22840,13436,16425,3832,4029,11986,9209,10410,3873,3159,3149,207,2851,2874,6317,1203,5540,6601,2752,2552,476,363,366,23459,1234,9770,8351,15852,6945,9647,22931,1070,6839,6570,3114,19133,20067,19238,949,997,4210,7931,1101,8534,8539,8537,8544,8553,22339,5968,697,1544,1982,2945,15144,15293,17499,17717,17144,17153,14412,17191,16632,5846,5818,6210,3226,7166,7099,4624,8649,8650,3675,5424,2752,20664,9758,6934,3473	79
凯德MALL大峡谷购物中心		3677548	963	960	4133	208814	286	35	327	5	16838,3423,76,17503,1073,661,1166,1217,977,3302,1326,103,2180,70,1047,512,228,16,843,470,347,325,1322,1359,1089,8789,279,1385,8,1154,20708,769,5466,6771,16511,3214,5609,502,1015,4587,10402,10822,6346,4631,3343,4328,22166,2037,2997,1165,1837,1204,7025,442,760,808,2844,20953,1459,1431,4980,1048,510,393,11699,1464,10782,16861,10005,152,12616,1856,865,153,2096,828,1840,1759,9721,10991,1655,4256,926,19192,2988,3446,117,622,1199,270,2251,165,1596,3857,1664,1334,2007,14297,11364,19979,725,1183,16006,12907,49,185,636,9942,73,5884,5866,3034,10024,15914,1023,1479,2923,4064,22736,6812,209,1163,1848,1215,1156,475,1610,1641,21822,337,1176,5586,485,7813,2338,14375,18331,1398,20400,1990,1199,20477,3350,14790,5873,7001,8650,920,222,33,3623,1544,810,363,374,159,7,1831,21571,1509,1507,14734,517,7529,1694,203,16206,2469,2006,157,3032,10846,5900,5443,425,23462,14651,2680,7095,1082,401,12949,11012,1754,19171,3927,19170,15665,19015,14156,15417,1398,9978,20681,1344,2,4288,19802,14286,380,11233,6582,13673,16738,7568,13680,1654,7993,13110,21925,5938,5664,14580,21903,863,1589,20473,14178,663,19055	76
凯德晶品购物中心		5479493	665	700	2637	80347	144	40	252	5	17296,662,76,4012,2371,1879,3162,284,661,6,1976,109,4031,661,681,4817,1385,7365,966,781,815,1613,3745,472,8,3120,1808,1039,378,1312,2707,705,2821,9600,8388,2066,15197,14092,11094,14396,3542,8756,1015,12722,402,35,1457,14314,4661,2644,21818,9730,579,14696,4868,5491,16387,18001,4689,4654,3756,7025,16895,1655,153,1630,4882,1759,10695,60,11183,19691,1434,380,1892,1149,787,138,4871,117,18180,4329,622,2502,559,3848,524,5263,7497,528,2157,4604,2421,5153,5168,3579,6121,19276,5945,157,13763,14324,2781,272,1910,810,1877,1986,13551,6660,21328,374,4904,5095,545,363,3860,2785,7381,6904,2740,5275,249,18565,1873,14431,3136,2085,3665,14923,4914,112,2031,5116,664,207,2154,1488,4683,606,5627,5840,5838,925,900,7642,555,7345,13084,874,1305,14864,12401,9692,14107,14279,2116,16605,20605,1654,1509,1977,5809,6857,14501,10080,1722,16902,3353,3136	80
北京华联万柳购物中心		3477358	447	538	1981	119923	179	40	171	5	1411,1811,5747,4012,284,661,3162,2534,1879,1440,1532,355,1023,1217,2446,663,103,231,1471,1385,715,1386,11189,4817,966,4817,279,8789,354,347,368,1039,745,470,16,2513,2229,512,1154,912,1047,1008,1312,626,2183,1216,5403,5736,11959,3115,8388,4719,1262,3009,15469,578,1458,13061,6846,458,1015,160,7707,5271,3726,11430,11166,510,808,5417,6014,3425,436,7916,731,5367,4054,18981,4684,624,1526,12783,1383,153,2431,15113,7879,22062,523,4030,461,393,4128,1332,11833,1760,2265,19685,8934,266,5726,2341,2970,1351,11781,15818,951,3416,209,2096,725,1706,2880,306,16882,22694,12043,524,1109,15997,282,4427,1116,6653,17898,5490,2372,18482,1334,5389,7747,874,15541,6479,440,1549,10264,659,7416,154,7547,15545,152,5127,15687,1981,4288,3880,5824,24,1114,97,2719,10397,4044,310,3037,2001,4048,13054,1968,4555,14713,11845,10294,7710,19368,20484,200,17902,3578,20620,8184,1365,21186,5669,6356,15795,19397,863,9614,5010,2281,2084,363,1498,5546,1704,13226,5752,7698,3245,4042,1193,249,496,1831,33,539,1719,7796,15543,1305,6080,1840,1060,636,11208,2048,2012,8307,9302,132,789,16253,16408,11186,17407,3435,4887,19562,27,783,12458,3503,16013,16308,7595,457,1848,14547,12926,1557,3710,12775,12770,11623,7464,11521,2945,22012,914,3773,1070,15056,4497,277,270,1923,22543,23021,20398,3439,13813,19004,2293,1661,21997,5904,1822,37,10296,4197,5307,1415,1916,1936,5599,101,3226,7634,7695,780,980,183,207,50,16757,903,900,17886,2031,16784,22188,6337,10633,498,430,15171,2244,2967,2961,1401,22198,12990,810,5569,8165,246,3030,2552,13780,10328,380,4131,7086,2064,17386,2395,2430,12340,7941,380,3390,548,10807	82
北京富力广场		2648170	357	342	1604	72208	267	40	70	5	11152,16878,3221,8962,76,7397,852,904,1532,1440,1530,1023,103,11,355,231,681,470,4094,843,1089,967,1326,1322,4817,966,103,512,155,547,3745,1613,663,16,2428,1385,1471,8671,7875,1039,9169,14639,2028,16580,14513,8455,5525,2218,4719,3542,1015,16350,7199,1281,4661,7738,2042,2709,17820,248,56,2669,4369,2859,13968,19748,1599,1434,1149,1655,7402,4453,1117,2937,5491,23078,23071,12713,9741,4298,40,2744,5021,222,7945,5188,4127,945,622,20304,1876,10216,7864,9162,9588,1313,17679,22932,3837,1759,4497,1091,13078,1459,5281,7370,9486,7725,523,3329,2617,664,152,1654,8120,209,14437,2470,8307,23,18681,16028,3510,3677,3260,888,363,3248,66,154,5201,2154,1944,983,2923,329,1831,7,6651,21971,2289,1783,11153,11156,2030,1070,3151,22872,9544,795,374,4974,19848,33,18048,1891,4343,1653,6702,22212,3239,11509,7713,58,8223,63,9079,9267,10856,42,9685,16715,3435,4914,21208,16021,13762,5246,487,1398,20405,4153,4904,3358,9357,939,2719,933,19984,15018,19416,1682,207,1193,5279,5249,425,5145,13344,15177,8471,3847,2861,8115,7981,1114,1694,8651,8520,3030,8448,157,1492,7317,297,1710,1549,6925,127,399,7122,19858,19854,3119,3125,3139,21722,7202,64,79,196,18052,19875,748,444,6337,20724,1079,15447,18927,2417,16026,16033,13763,13396,3746,101,8472,8854,7814,17644,19256,19234,3270,8838,10106,11177,1022,11808	82
北辰时代生活广场		3222769	76	94	331	12979	428	35	15	5	76,2996,14231,4141,2800,6,1440,4031,1440,904,1380,912,3930,354,8933,20726,15017,10071,458,7987,21033,8977,10212,19558,1538,3614,9671,11154,646,2844,16380,18612,4833,21051,17783,1813,19716,760,8365,1544,2844,1485,590,396,4378,20680,579,22998,3513,17409,21480,9478,11458,828,156,20200,2956,18631,6004,2627,21181,18223,8729,8620,14074,12603,1520,18801,1759,17655,7536,17213,20957,22508,156,21666,2375,10037,10153,5130,18145,3134,119,17670,10670,9719,22926,6203,14135,7415,19154,10171,13679,18775,18767,17956,10866,19475,1606,15537,17467,20848,20849,20827,20832,10858,1041,6917,5326,19765,14352,156,1986,14235,1648,21974,21927,12769,18870,20821,20810,18826,22133,18118,13805,10814,8370,15794,12547,14234,10163,6104,3644,17643,8000,8491,16102,18370,9365,11688,5549,8534,12407,22517,5027,17840,17842,19212,14911	76
北辰购物中心	亚运村店	1766194	178	224	849	100414	135	35	44	5	912,1043,1039,1471,1778,560,1974,3659,3930,663,354,12,1282,8,2445,279,4055,133,1380,14110,4263,22742,4916,99,7273,1736,3126,11348,393,13656,6648,8074,4263,6920,3075,1066,695,6277,298,2337,789,363,2744,1348,11051,21463,1939,19518,19071,4553,21462,15781,19735,9318,14483,404,8719,16184,7946,1296,988,3148,4086,7191,15313,3856,2077,2379,11684,11112,3595,6637,329,8903,3830,1648,374,22589,1498,735,152,811,6539,8326,6737,945,9497,3536,8309,13029,4081,739,12699,13502,14850,21258,19731,14991,666,7147,832,50,3795,3435,198,2032,21005,5192,4529,3260,607,1061,573,1350,1357,1285,1315,1320,297,1252,783,1007,985,226,968,938,929,896,910,3210,3138,4093,7319,7279,25,7611,8476,5522,174,1288,16289,430,3750,2754,2202,3912,141,652,1669,1619,1637,2327,2364,2476,13634,16699,1148,18371,6111,6674,2152,1904,2983,3346,2142,2771,8220,7924,674,1,15396,538,3059,11559,12508,14064,4810,13195,14754,14555,4111,450,3451,3541	70
北辰购物中心	北苑路店	4281105	193	211	808	30613	517	35	61	5	15266,661,1532,284,231,143,2513,815,1154,1471,418,1386,7540,3075,913,1065,13970,298,185,1204,8958,7273,4689,19977,2068,156,11348,15566,9730,20170,1109,3582,13058,3931,18070,6228,656,3435,209,698,329,5836,14474,16066,1235,1586,5910,20443,4093,3789,7412,5192,67,3592,3260,3329,2735,73,1060,63,707,1748,246,7946,13634,6371,18371,6111,2982,3346,17687,2771,5573,6469,660,20781,20899,15396,23,12508,14064,8957,10616,22752,15248,15251,15256,15258,15259,15292,15290,15289,15288,15300,15297,15296,15295,15277,15270,15273,15267,15269,15282,15285,15281,15279,15278,15324,15317,15316,15320,15319,1789,1767,1697,869,880,890,923,675,724,749,2006,414,13176,14547,1552,9403,4219,12509,10765	75
华堂商场	丰台北路店	1766299	138	151	554	17381	89	35	37	5	76,279,16,231,1386,4018,13046,18738,2732,6167,4066,760,310,19288,18446,152,11215,118,3965,363,3453,295,8675,22273,19770,21728,1704,4793,19304,1153,4554,3461,21114,4245,13934,1866,22154,11141,2151,3978,17,154,6919,2465,2055,8674,741,8680,22406,7568,8094,13110,425,6766	71
华堂商场	亚运村店	1766293	453	351	1801	145166	220	35	90	5	20882,4025,2371,1976,3955,3970,966,368,1103,1525,1380,16,1386,1322,2807,1386,2446,4049,354,1002,23420,21545,22257,10525,15782,23117,3345,8054,1040,8979,11976,4393,2719,20618,12000,6167,7184,18903,3119,21732,16513,4463,5496,3322,15704,20154,7820,306,10340,15601,18728,122,2465,2563,1011,17828,22895,11773,3316,624,23,3960,3731,16905,7383,122,2585,10496,10914,14533,12732,13005,2378,7416,2020,739,19770,6314,616,97,363,374,22604,5121,3179,12417,3910,427,10485,8745,1706,19092,3869,837,4782,21841,18628,12190,750,7653,18404,405,20204,288,2055,19560,20286,5277,1498,159,209,4038,18440,2896,2818,7876,864,344,4341,366,7698,5028,20301,3750,10499,1549,2151,5460,430,7061,132,16369,7254,659,14946,5546,4029,900,945,545,870,10886,12689,16654,20742,5635,7430,22667,11295,10645,19304,3559,15173,14439,2291,660,6606,3077,1070,18273,5442,21259,17469,2464,16464,10663,17489,2615,20810,2615,3345,11122,11272,6755,3592,3626,20847,23151,9545,14568,15547,11069,2047,15343,16312,16478,5897,975,21399,17897,34,10886,1799,6020,9070,10185,4332,10466,1938,13556,8738,16732,32,13110,5814,1,8460,8514,9563,1398,1153,3350,23437,2539	77
华堂商场	西外店	1882081	239	157	874	28775		0	35	1	1440,1386,6735,10306,15122,461,8153,3965,280,4312,170,295,4332,496,7464,10319,558,280,15280,15307,3828,6766,374,97,1799,4905,1603,421,5460,3750,5643,5635,5602,7122,6314,7765,7729,7828,783,112,7698,3461,7547,4771,20908	69
华堂商场	阳光新城市广场店	1766296	164	177	707	45555	204	40	33	5	5790,3162,663,1809,681,279,1858,418,1002,11189,347,1089,114,325,1047,3638,11790,3222,10021,4018,458,1262,7789,393,20285,461,2020,19770,6723,359,396,13967,11325,11773,808,664,193,2378,7416,21302,374,363,864,13058,4341,808,6703,118,783,425,14729,920,1193,19525,6630,329,1864,1940,826,3731,22598,1459,288,5546,1365,8978,157,306,97,19144,362,5018,209,152,1694,9657,21894,1498,1315,11566,1683,2719,391,8581,297,636,353,1704,7547,9526,2615,9545,9070,10185,9952,2679,4237,9563,6647,9117	80
华威商场		1908103	65	82	350	7433	293	35	18	5	76,5770,11,12,1440,1440,1039,3970,1047,231,16416,5736,502,306,2773,12172,661,11550,1238,6763,18958,20241,22266,4724,1944,2038,23282,1554,18448,939,10606,4825,5901,1664,952,1030,18508,760,8117,17773,22908,6929,6397,18875,8574,6913,21641,4622,18847,5538,981,4689,18133,1615,17776,2923,13765,19614,3477,13716,6717,2406,17637,2055,12908,10798,4077,1734,2198,6630,2652,4064,185,7937,12945,230,14445,11171,3038,3268,9936,6075,699,9588,3504,14734,826,1557,757,171,5719,12297,17967,8133,5835,1806,14661,18697,2804,1459,23449,154,6314,3762,461,911,6816,20438,523,15499,911,21940,16258,154,16336,15047,1163,1565,4865,3849,13796,22732,15473,2087,772,21375,1783,9604,16144,18565,16820,9556,2348,9898,11884,5843,134,21114,5102,2132,11171,7227,17341,3017,8778,6621,2571,4321,12515,3635,12482,3775,14211,19313,14032,5099,3637,12411,18152,11775,3677,5935	74
华宇时尚购物中心		1766302	261	337	1328	160333	272	40	85	5	76,2371,4012,6,3162,6,1440,284,663,418,1322,1326,912,8,1471,325,16,5016,18645,14489,1208,9129,21942,14101,6504,9005,2037,442,10978,13,18497,8843,1806,2265,22245,585,3435,13,5455,622,746,16495,13383,152,6330,828,12126,3329,7698,8928,18185,3260,1506,14948,12638,170,900,2116,3398,21242,636,12159,13078,487,21503,9647,12638,664,4460,629,1605,97,217,5438,23306,21900,4470,14180,3924,12645,4917,20212,7717,22231,5919,21357,363,3084,11243,523,15739,1683,209,374,13697,6705,945,772,13966,659,21458,16436,5637,9621,14390,10421,8819,11317,13186,22331,361,4774,2337,3986,399,1799,980,11393,162,11434,12021,4918,1730,12127,1755,10352,10254,19396,1891,14946,761,9646,4286,19547,3473,1939,2744,3030,5550,4289,767,1822,4905,4333,2002,1163,6925,5892,14416,1587,5643,425,6513,3912,132,14567,63,674,16447,16443,21705,16777,1267,19316,3416,10285,3697,6062,17488,3461,16141,38,21654,4321,455,14264,75,14020,369,2496,1176,10527,4196,13450,21845,6924,8513,22846,16677,21787,3555,416,7858,7858,828,7368,1806,19198,9260,22071,18850,18827,19784,218,5175,12745,1386,14370,21946,21094,15965,6834,14178,6293,4373	79
华润五彩城		4292043	296	369	1353	29569	198	45	93	5	15669,11997,662,76,604,1073,3057,1530,3787,1532,6,1023,4817,1440,11,681,1217,109,6213,1166,1094,279,16,3745,1385,912,347,663,512,20409,2447,8944,1374,769,1216,5114,2028,6422,3214,2400,680,4993,21255,1871,4691,608,2439,2973,2453,11475,578,1458,3788,2859,1262,865,8014,442,808,4711,2997,3812,1571,4328,2845,3911,579,3413,2409,1048,1806,10336,1664,5319,7025,2484,3728,4128,9752,21369,21352,588,15201,14124,7722,6226,1486,2230,2215,952,2719,13,12783,4237,10661,2470,557,3274,644,16501,6014,5453,282,13140,2474,18423,2845,6596,725,23316,526,2081,8820,8747,10248,8553,19845,2480,631,333,655,1135,18563,4696,1305,3844,16927,10825,11345,8994,16168,1018,10086,157,10041,2096,152,9927,9839,2552,67,7902,1041,2422,1313,12826,78,6061,5425,1114,1109,1091,1169,874,20441,6590,758,22054,1076,101,73,191,214,638,6227,11013,7902,523,2084,145,8865,4805,10077,425,2321,9843,9862,9874,9980,13975,11701,1706,783,2417,277,3808,3835,3825,710,363,8854,21362,23,65,5474,653,589,580,1172,1167,1157,4131,1942,3585,1794,22928,1459,1297,4388,16376,16395,810,16418,283,83,11515,20415,1878,380,3984,11322,900,11452,1902,11466,5495,20788,21618,9752,5401,1841,16176	88
华联商厦	五道口店	2405218	361	454	1795	104691	274	40	174	5	1649,13464,2371,852,6,3162,16,2180,912,663,4094,1380,4303,8789,2807,228,347,1386,1047,7110,1525,4049,470,8813,966,4276,325,715,2513,470,368,354,6134,2028,4547,3638,2396,4847,458,12626,706,1208,123,4018,13959,893,15788,16862,865,8436,22923,3685,1265,16291,5700,10494,10987,442,3046,939,3881,273,343,20787,393,4637,1334,1415,7022,1218,14573,461,8747,3260,3363,2454,18341,1425,282,1526,1759,3954,282,1101,523,10494,13671,256,6145,1383,5491,22985,19770,152,118,2735,1414,17155,692,2592,485,6014,2230,1324,1655,10766,1981,7698,1759,4332,5656,5266,1576,1459,135,559,943,3440,5102,7325,13095,5586,2341,18973,14,11392,12110,1512,8819,2020,945,1557,154,2740,2463,5460,691,1502,153,1498,14567,7416,16443,7317,1585,1818,37,39,13936,306,10970,10510,3216,33,157,8567,656,134,597,16055,16086,15376,8707,2828,1799,10588,1694,16702,10375,4863,374,1734,15006,4064,2055,12255,8571,15767,17,363,7547,10254,1549,1729,2934,10737,2084,23346,9420,20999,12771,14278,2462,2223,1552,1501,41,457,82,2100,13800,3969,1885,10650,8109,2032,16550,7825,10518,3691,8342,7398,874,1409,2966,18601,13876,1469,545,5482,5096,9942,1589,22870,16204,21609,21875,6197,11041,2552,16700,4341,4288,4030,19127,1799,3854,14122,1539	78
华联商厦	安贞店	1766284	261	269	1122	93865	335	35	83	5	12432,9041,9539,10986,13876,1345,2615,12858,568	74
华联商厦	广安门店	1885498	89	70	360	13297	107	30	14	5	7322,76,1532,284,3162,1858,16227,502,458,2400,10810,3027,16937,808,1532,461,2719,1434,393,375,282,1840,22478,50,50,1275,15878,2096,1532,3365,16223,523,12967,2360,9272,1589,95,20065,7376,1398,11724,5443,636,11712,337,12276,902,1831,2032,5176,539,914,18685,18663,13813,631,425,18673,6310,23015,21114,5482,157,4585,4679,9747,4726,2884,188,1522,12795,222	66
华联商厦	石景山店	1766287	50	58	228	13591	191	35	12	5	76,16,4817,4817,1216,237,578,10358,18377,3,7789,4872,18712,1485,590,1058,3582,256,13489,2668,22551,2474,15225,49,2511,2585,416,9769,10007,10282,14273,523,2281,3401,13428,3320,18335,17088,15510,15083,4756,2032,3395,20810,4462,9781,10269,702,12814,2574,2795,15101,4119,4349,6872	70
华联商厦	阜成门店	1766290	116	116	558	62170	168	35	40	5	1649,1532,661,4094,347,2513,155,418,647,2807,663,1002,1053,2411,1352,3659,368,715,1141,912,1032,1446,1858,3045,6918,2400,5007,18803,461,15031,587,282,1498,2826,2887,11796,50,50,11650,11856,1648,2701,1587,16004,8434,6367,2877,2880,4766,3591,17451,172,17896,1953,19774,2096,2223,660,945,2151,11650,8031,154,3030,575,7379,374,152,1757,2539,2934,3086,3092,344,2959,3610,1885,2698,198,3461,12330,129,17882,17874,22225,11864,23015,258,86,900,779,4679,5897,21998,10958,218,666,15995	74
